"title_year","currency","movie_title"
"1986","USA","aprilfoolsday"
"1982","USA","diner"
"1983","USA","lonewolfmcquade"
"2011","USA","apollo18"
"2008","USA","sunshinecleaning"
"2015","USA","noescape"
"1982","USA","thebeastmaster"
"1959","USA","solomonandsheba"
"2016","USA","fiftyshadesofblack"
"2009","USA","noteasilybroken"
"1932","USA","afarewelltoarms"
"2016","USA","theperfectmatch"
"2000","USA","digimonthemovie"
"2004","USA","saved!"
"2003","CAD","thebarbarianinvasions"
"1976","USA","robinandmarian"
"2001","USA","theforsaken"
"1978","USA","force10fromnavarone"
"1989","USA","uhf"
"2006","USA","grandmasboy"
"1998","USA","slumsofbeverlyhills"
"1968","USA","onceuponatimeinthewest"
"2001","USA","made"
"2009","USA","moon"
"2006","USA","keepingupwiththesteins"
"2010","USA","searex3djourneytoaprehistoricworld"
"1997","CAD","thesweethereafter"
"2010","€","ofgodsandmen"
"2008","USA","bottleshock"
"1982","USA","jekyllandhydetogetheragain"
"1994","USA","heavenlycreatures"
"2015","USA","90minutesinheaven"
"2010","USA","everythingmustgo"
"1998","USA","zeroeffect"
"2004","USA","themachinist"
"1992","USA","lightsleeper"
"2014","USA","killthemessenger"
"2010","USA","rabbithole"
"2003","USA","partymonster"
"2015","USA","greenroom"
"2006","USA","theohinohio"
"2014","USA","atlasshruggedwhoisjohngalt?"
"1996","USA","bottlerocket"
"1996","USA","albinoalligator"
"2007","USA","gandhimyfather"
"2008","USA","standardoperatingprocedure"
"1980","CAD","outoftheblue"
"2010","USA","tuckeranddalevsevil"
"2008","USA","lovelystill"
"1947","USA","tycoon"
"1998","USA","desertblue"
"2004","USA","decoys"
"2015","USA","thevisit"
"2007","USA","redacted"
"2004","USA","fascination"
NA,"USA","savinggrace"
"2015","USA","area51"
"2011","USA","sleeptight"
"2008","GBR","thecottage"
"2009","USA","deadlikemelifeafterdeath"
"2006","USA","farceofthepenguins"
"2009","USA","flyingby"
NA,"USA","psych"
"2014","USA","rudderless"
"2014","USA","henry&me"
"2015","USA","christmaseve"
"2011","USA","wehaveyourhusband"
"2014","USA","dyingofthelight"
"2014","USA","bornofwar"
"1977","USA","capricornone"
"2012","USA","shouldvebeenromeo"
"2015","USA","runningforever"
"2016","USA","yogahosers"
"2015","USA","navysealsvszombies"
"2006","CZK","iservedthekingofengland"
"2009","€","soulkitchen"
"1996","USA","slingblade"
"2011","GBR","theawakening"
"2005","USA","hostel"
"2005","GBR","tristramshandyacockandbullstory"
"2011","USA","takeshelter"
"1988","USA","ladyinwhite"
"2006","USA","drivinglessons"
"2014","USA","letskillwardswife"
"1986","USA","thetexaschainsawmassacre2"
"1973","USA","patgarrett&billythekid"
"2013","USA","onlygodforgives"
"2005","USA","campingsauvage"
"2011","USA","withoutmen"
"2013","USA","barfi"
"2004","USA","dearfrankie"
"2007","CAD","allhat"
"2010","USA","thenamesoflove"
"2013","USA","treadingwater"
"2007","USA","savagegrace"
"2006","USA","outoftheblue"
"1984","USA","policeacademy"
"1980","USA","thebluelagoon"
"1994","USA","fourweddingsandafuneral"
"1982","USA","fasttimesatridgemonthigh"
"1956","USA","mobydick"
"2002","USA","25thhour"
NA,"USA","secretsandlies"
"1996","USA","bound"
"2000","USA","requiemforadream"
"1945","USA","statefair"
"1998","ESP","tango"
"1986","USA","salvador"
"2014","USA","momsnightout"
"2001","USA","donniedarko"
"2011","USA","savingprivateperez"
"1997","USA","character"
"2002","USA","spun"
"2009","USA","lifeduringwartime"
"2005","KRW","ladyvengeance"
"2010","USA","mozartssister"
"2001","GBR","meanmachine"
"2006","HKD","exiled"
"2011","USA","blackthorn"
"2002","USA","lilya4ever"
"2009","USA","afterlife"
"2014","USA","fugly"
"1975","USA","oneflewoverthecuckoosnest"
"2015","USA","rlstinesmonstervillethecabinetofsouls"
"1976","USA","silentmovie"
"2016","USA","airlift"
NA,"USA","anneofgreengables"
"2014","USA","falconrising"
"2012","GBR","thesweeney"
"2000","USA","sexybeast"
"2010","USA","easymoney"
"2002","NZD","whalerider"
"2009","INR","paa"
"2009","CHF","cargo"
"2006","USA","highschoolmusical"
NA,"USA","animalkingdom"
"1997","USA","loveanddeathonlongisland"
"2004","USA","nightwatch"
"1992","GBR","thecryinggame"
"1981","USA","porkys"
"2009","USA","survivalofthedead"
"1968","USA","nightofthelivingdead"
"2003","USA","lostintranslation"
"1977","USA","anniehall"
"1952","USA","thegreatestshowonearth"
"2001","USA","monstersball"
"2015","USA","maggie"
"1995","USA","leavinglasvegas"
"2013","USA","hansel&gretelgetbaked"
"1974","USA","thefrontpage"
"2015","USA","theboynextdoor"
"1956","USA","trapeze"
"2010","USA","thekidsareallright"
"1988","USA","theylive"
"1963","USA","thegreatescape"
"2004","USA","whatthe#$!doweknow!?"
"2013","USA","thelastexorcismpartii"
"2014","USA","boyhood"
"2006","USA","scoop"
"2001","USA","thewash"
"2000","USA","3strikes"
"2003","USA","thecooler"
"1961","USA","themisfits"
"2006","USA","thenightlistener"
"1995","USA","thejerkyboys"
"2007","€","theorphanage"
"2014","USA","ahauntedhouse2"
"2002","USA","therulesofattraction"
"1969","USA","topaz"
"2006","USA","letsgotoprison"
"1995","USA","fourrooms"
"2002","USA","secretary"
"2003","USA","therealcancun"
"1988","USA","talkradio"
"1996","USA","waitingforguffman"
"1999","USA","lovestinks"
"2007","USA","youkillme"
"2005","USA","thumbsucker"
"2011","USA","redstate"
"2005","USA","mirrormask"
"2011","USA","samsara"
"1987","USA","thebarbarians"
"2011","USA","theartofgettingby"
"2015","USA","zipper"
"2002","USA","poolhalljunkies"
"1999","USA","thelossofsexualinnocence"
"2012","USA","holymotors"
"2013","USA","joe"
"1997","USA","shootingfish"
"1987","USA","prison"
"2000","USA","psychobeachparty"
"1999","USA","thebigtease"
"2013","USA","buendxc3xadaramxc3xb3n"
"2010","USA","trust"
"2000","USA","aneverlastingpiece"
"1998","GBR","amonggiants"
"2013","USA","adore"
"1998","USA","thevelocityofgary"
"2002","USA","mondaysinthesun"
"2010","USA","stakeland"
NA,"USA","sonnywithachance"
"1997","USA","thelasttimeicommittedsuicide"
"2014","USA","futurobeach"
"2011","USA","anotherhappyday"
"2011","USA","alonelyplacetodie"
"2003","USA","nothing"
"2013","USA","thegeographerdrankhisglobeaway"
"1972","USA","1776"
"2012","CAD","inescapable"
"1930","USA","hellsangels"
"2007","USA","purpleviolets"
"2016","USA","theveil"
"2009","USA","thelovedones"
"2012","USA","novacancy"
"2012","USA","howtofallinlove"
"2014","USA","theperfectwave"
"1966","USA","amanforallseasons"
"1976","USA","network"
"1939","USA","gonewiththewind"
"2014","USA","desertdancer"
"1965","USA","majordundee"
"2009","USA","downforlife"
"1950","USA","anniegetyourgun"
"2010","USA","fourlions"
"2005","BRL","houseofsand"
"2009","USA","defendor"
"1948","USA","thepirate"
"2009","USA","thegoodheart"
"2006","GBR","thehistoryboys"
NA,"USA","mash"
"1969","USA","midnightcowboy"
"1997","USA","thefullmonty"
"1980","USA","airplane!"
"2015","USA","chainofcommand"
"1995","USA","friday"
"1993","USA","menaceiisociety"
NA,"USA","empire"
"1987","USA","creepshow2"
"1970","USA","theballadofcablehogue"
"1967","USA","incoldblood"
"1959","USA","thenunsstory"
"1966","USA","harper"
"1972","USA","frenzy"
"2015","USA","thewitch"
"1998","USA","igotthehookup"
"1996","USA","shestheone"
"1998","USA","godsandmonsters"
"2009","USA","thesecretintheireyes"
"2008","USA","train"
"1987","USA","evildeadii"
"2001","USA","pootietang"
"2013","USA","sharknado"
"1998","USA","laotraconquista"
"2010","NOK","trollhunter"
"2006","USA","ira&abby"
"2005","USA","winterpassing"
"2004","USA","debs"
"2016","USA","themaskedsaint"
"2008","USA","thebetrayed"
"1998","USA","taxman"
NA,"USA","thesecret"
"2009","USA","213"
"2013","USA","batmanthedarkknightreturnspart2"
"2015","USA","timetochoose"
"2014","USA","inthenameofthekingthelastjob"
"2014","USA","wickedblood"
"2014","USA","dawnpatrol"
"2014","USA","lordsoflondon"
"1977","USA","highanxiety"
"2005","USA","marchofthepenguins"
"2011","USA","margincall"
"2011","USA","august"
"2008","USA","choke"
"2014","USA","whiplash"
"2002","USA","cityofgod"
"1999","GBR","humantraffic"
"2012","USA","dayone"
"2006","USA","thedeadgirl"
"2012","USA","thehunt"
"1983","CAD","achristmasstory"
"2006","USA","bella"
"1982","USA","classof1984"
"2014","USA","theoppositesex"
"1999","GBR","dreamingofjosephlees"
"2008","USA","theclass"
"1968","USA","rosemarysbaby"
"1962","USA","themanwhoshotlibertyvalance"
"2009","USA","adam"
"2004","USA","mariafullofgrace"
"2010","USA","beginners"
"2005","USA","feast"
"1978","USA","animalhouse"
"1964","USA","goldfinger"
"2012","CAD","antiviral"
"1946","USA","itsawonderfullife"
"1996","USA","trainspotting"
"2000","USA","theoriginalkingsofcomedy"
"2010","USA","paranormalactivity2"
"1998","USA","wakingneddevine"
"2002","USA","bowlingforcolumbine"
"2014","USA","cominghome"
"1985","USA","anightmareonelmstreet2freddysrevenge"
"1985","USA","aroomwithaview"
"2013","USA","thepurge"
"2012","USA","sinister"
"2002","USA","martinlawrenceliverunteldat"
"1958","USA","catonahottinroof"
"1970","USA","beneaththeplanetoftheapes"
"1997","USA","airbud"
"2000","USA","pokxc3xa9mon3themovie"
"1986","USA","jasonlivesfridaythe13thpartvi"
"1957","USA","thebridgeontheriverkwai"
"1990","USA","spacedinvaders"
"1976","USA","familyplot"
"1960","USA","theapartment"
"1993","USA","jasongoestohellthefinalfriday"
"1966","USA","torncurtain"
"2005","USA","davechappellesblockparty"
"2015","USA","slowwest"
"1985","USA","krushgroove"
"2009","USA","nextdayair"
"1960","USA","elmergantry"
"1961","USA","judgmentatnuremberg"
"1999","USA","trippin"
NA,"USA","robotchicken"
"1948","USA","redriver"
"2006","USA","phatgirlz"
"2013","USA","beforemidnight"
"1987","USA","teenwolftoo"
"1988","USA","phantasmii"
"2004","USA","womanthouartloosed"
"2002","USA","realwomenhavecurves"
NA,"AUD","deadlinegallipoli"
"2005","USA","water"
"1999","GBR","eastiseast"
"2000","USA","whipped"
"1996","USA","kamasutraataleoflove"
"2010","USA","pleasegive"
"1971","USA","willywonka&thechocolatefactory"
"1993","USA","warlockthearmageddon"
"1997","USA","8headsinaduffelbag"
"1978","USA","daysofheaven"
"2001","USA","thirteenconversationsaboutonething"
"1999","USA","jawbreaker"
"1996","USA","basquiat"
"2012","USA","francesha"
"2005","USA","tsotsi"
"1998","USA","happiness"
"2003","USA","dysfunktionalfamily"
"2014","USA","tusk"
"2003","USA","oldboy"
"2010","USA","letterstogod"
"2011","USA","hobowithashotgun"
"2016","USA","compadres"
"1996","USA","freeway"
"2006","USA","lovesabidingjoy"
"2009","USA","fishtank"
"2011","USA","damselsindistress"
NA,"USA","creature"
"2012","USA","bachelorette"
NA,"USA","braindead"
"2004","USA","bravenewgirl"
"2012","USA","timandericsbilliondollarmovie"
NA,"USA","thegrand"
"2004","€","summerstorm"
"2011","USA","fortmccoy"
"2009","USA","chainletter"
"1999","USA","justlooking"
"2011","USA","thedivide"
"2009","USA","theeclipse"
"2015","USA","demonic"
"2005","USA","mybigfatindependentmovie"
"2009","USA","thedeported"
"2009","USA","tannerhall"
"2013","USA","openroad"
"2014","USA","theycametogether"
"2013","USA","30nightsofparanormalactivitywiththedevilinsidethegirlwiththedragontattoo"
"2011","USA","neverbackdown2thebeatdown"
"1967","USA","pointblank"
"2009","USA","foursinglefathers"
"2013","USA","enterthedangerousmind"
"2014","USA","somethingwicked"
"2015","USA","awol72"
"1988","USA","iguana"
"2009","USA","chicagoovercoat"
"2010","USA","barrymunday"
"1998","USA","centralstation"
"1961","USA","pocketfulofmiracles"
"2015","USA","closerange"
"2005","USA","boyntonbeachclub"
"2014","USA","amnesiac"
"2010","USA","freakonomics"
"2003","€","hightension"
"2010","USA","grifftheinvisible"
"2015","USA","unnatural"
"2005","USA","hustle&flow"
"1959","USA","somelikeithot"
"1988","USA","fridaythe13thpartviithenewblood"
"1939","USA","thewizardofoz"
"1974","USA","youngfrankenstein"
"2007","USA","diaryofthedead"
"2006","INR","lagerahomunnabhai"
"1997","USA","uleesgold"
"1979","USA","theblackstallion"
"2015","USA","sardaarji"
"2008","USA","journeytosaturn"
"1963","USA","donovansreef"
"1996","USA","thedress"
"1943","USA","aguynamedjoe"
"1974","USA","blazingsaddles"
"1984","USA","fridaythe13ththefinalchapter"
"2013","USA","ida"
"1987","USA","maurice"
"2006","USA","beerleague"
"2004","USA","ridinggiants"
"2007","USA","timecrimes"
"2009","CNY","silvermedallist"
"2007","USA","timberfalls"
"1952","USA","singinintherain"
"2010","AUD","fatsick&nearlydead"
"2013","USA","ahauntedhouse"
"2012","USA","2016obamasamerica"
"1996","USA","thatthingyoudo!"
"1982","USA","halloweeniiiseasonofthewitch"
"1971","USA","escapefromtheplanetoftheapes"
"1963","USA","hud"
"2013","USA","kevinhartletmeexplain"
"1991","USA","myownprivateidaho"
"2004","USA","gardenstate"
"1995","USA","beforesunrise"
"2003","CAD","surleseuil"
"1999","USA","jesusson"
"2004","USA","savingface"
"2007","USA","bricklane"
"2012","USA","robot&frank"
"2003","€","mylifewithoutme"
"2013","USA","thespectacularnow"
"1990","USA","marilynhotchkissballroomdancingandcharmschool"
"2008","USA","religulous"
"2008","USA","fuel"
"2006","USA","valleyoftheheartsdelight"
"2006","USA","eyeofthedolphin"
"2010","USA","8themormonproposition"
"2008","USA","theotherendoftheline"
"2000","DEM","anatomy"
"2008","USA","sleepdealer"
"2010","USA","super"
"2010","USA","christmasmail"
"2015","USA","stung"
"2016","USA","antibirth"
"1996","USA","getonthebus"
"2006","USA","thr3e"
"2006","USA","idiocracy"
"2015","USA","theriseofthekrays"
"2006","GBR","thisisengland"
"2012","USA","alienuprising"
"1944","USA","bathingbeauty"
"2011","USA","goforit!"
"1998","USA","dancertexaspop81"
"1951","USA","showboat"
"2010","USA","redemptionroad"
"2014","USA","thecalling"
"1987","USA","thebravelittletoaster"
"1940","USA","fantasia"
"2014","USA","8days"
"1982","USA","fridaythe13thpartiii"
"1985","USA","fridaythe13thanewbeginning"
"2007","USA","thelastsineater"
"2015","USA","doyoubelieve?"
"2008","USA","impactpoint"
"1945","USA","thevalleyofdecision"
"2015","USA","eden"
"2005","GBR","chickentikkamasala"
"2014","USA","alwayswoodstock"
"2007","CAD","jackbrooksmonsterslayer"
"1946","USA","thebestyearsofourlives"
"2001","USA","bully"
"2001","NOK","elling"
"2015","USA","miamerica"
"2007","€","[rec]"
"2010","USA","liesinplainsight"
"2015","USA","sharkskin"
"2015","USA","containment"
"2015","USA","thetimber"
"1963","USA","fromrussiawithlove"
"1989","USA","thetoxicavengerpartii"
NA,"USA","intheheatofthenight"
"1973","USA","sleeper"
"2014","USA","itfollows"
"1972","USA","everythingyoualwayswantedtoknowaboutsexbutwereafraidtoask"
"1962","USA","tokillamockingbird"
"1981","USA","madmax2theroadwarrior"
"1994","USA","thelegendofdrunkenmaster"
"1999","USA","boysdontcry"
"2011","USA","silenthouse"
"2006","USA","thelivesofothers"
"2011","USA","courageous"
"1961","USA","thehustler"
"1940","USA","boomtown"
"2003","USA","thetripletsofbelleville"
"1998","USA","smokesignals"
"2003","USA","americansplendor"
"2004","USA","beforesunset"
"2000","USA","amoresperros"
"2003","USA","thirteen"
"1947","USA","gentlemansagreement"
"2010","USA","wintersbone"
"2003","USA","touchingthevoid"
"1938","USA","alexandersragtimeband"
"2005","USA","meandyouandeveryoneweknow"
"2010","USA","insidejob"
"2015","USA","weareyourfriends"
"1999","USA","ghostdogthewayofthesamurai"
"2005","USA","harshtimes"
"2015","USA","captive"
"2002","USA","fullfrontal"
"1986","USA","witchboard"
NA,"USA","strangerswithcandy"
"2006","USA","shortbus"
"2008","USA","waltzwithbashir"
"2003","USA","thebookofmormonmovievolume1thejourney"
"2007","USA","noendinsight"
"2015","USA","thediaryofateenagegirl"
NA,"USA","getreal"
"2007","USA","intheshadowofthemoon"
"2010","USA","meekscutoff"
"2005","USA","insidedeepthroat"
"2000","USA","dinnerrush"
"1997","USA","clockwatchers"
"2010","USA","thevirginityhit"
"1985","FRF","subway"
"2004","USA","houseofd"
"2007","USA","teeth"
"1998","USA","sixstringsamurai"
"2000","USA","humtomohabbatkarega"
"2004","USA","itsallgonepetetong"
"2009","USA","saintjohnoflasvegas"
"1997","USA","247twentyfourseven"
"2015","USA","stonewall"
NA,"USA","eureka"
"2008","USA","roadsideromeo"
"2003","USA","thisthingofours"
"2013","USA","thelostmedalliontheadventuresofbillystone"
"2014","USA","thelastfiveyears"
"2009","USA","themissingperson"
"1993","USA","returnofthelivingdeadiii"
"2005","GBR","london"
"2006","USA","sherrybaby"
"2015","USA","circle"
"2008","USA","edenlake"
"2013","USA","plush"
"2009","USA","vampirekillers"
"2008","USA","gangstersparadisejerusalema"
"2004","USA","freezeframe"
"2011","CAD","graveencounters"
"2012","USA","stitches"
"2010","USA","ninedead"
"2015","USA","tobefranksinatraat100"
"1971","USA","bananas"
"2012","USA","supercapitalist"
"2007","USA","rockaway"
NA,"USA","wings"
"1947","USA","theladyfromshanghai"
"2008","USA","nomanslandtheriseofreeker"
"2002","USA","highway"
"2012","USA","smallapartments"
"2013","USA","coffeetown"
"2012","USA","theghastlyloveofjohnnyx"
"2013","USA","allisbright"
"1967","USA","thetorturechamberofdrsadism"
"2013","USA","straightas"
"1966","USA","afunnythinghappenedonthewaytotheforum"
"2007","USA","slackeruprising"
"2011","USA","thelegendofhellsgateanamericanconspiracy"
"2015","USA","thewalkingdeceased"
"2015","USA","thecurseofdownersgrove"
"2015","USA","sharklake"
"1986","USA","riversedge"
"2003","USA","northfork"
"2015","USA","themarine4movingtarget"
"2010","USA","buried"
"2010","USA","submarine"
"2013","USA","thesquare"
"2006","€","onetoanother"
"2013","USA","abcdanybodycandance"
"2008","GBR","manonwire"
"2015","USA","abandoned"
"2015","USA","brotherlylove"
"2010","USA","thelastexorcism"
"2009","USA","nowhereboy"
"1951","USA","astreetcarnameddesire"
"1964","USA","drstrangeloveorhowilearnedtostopworryingandlovethebomb"
"2002","USA","elcrimendelpadreamaro"
"2012","USA","beastsofthesouthernwild"
"1973","USA","battlefortheplanetoftheapes"
"2000","USA","songcatcher"
"2011","USA","higherground"
"2015","INR","vaalu"
"2011","USA","thegreatestmovieeversold"
"1993","USA","edandhisdeadmother"
"2003","USA","travelersandmagicians"
"1968","USA","hangemhigh"
"1952","USA","deadlineusa"
"2007","USA","sublime"
"2016","USA","abeginnersguidetosnuff"
"2013","USA","independencedaysaster"
"2012","USA","dysfunctionalfriends"
"1998","DEM","runlolarun"
"2002","USA","may"
"2013","CAD","againstthewild"
"2013","USA","livingdarkthestoryoftedthecaver"
"2007","USA","underthesamemoon"
"1972","USA","conquestoftheplanetoftheapes"
"2001","USA","inthebedroom"
"2010","USA","ispitonyourgrave"
"1999","USA","happytexas"
"2004","GBR","mysummeroflove"
"2013","USA","thelunchbox"
"2004","GBR","yes"
"1938","USA","youcanttakeitwithyou"
"1953","USA","fromheretoeternity"
"1949","USA","sheworeayellowribbon"
"2013","USA","graceunplugged"
"1999","USA","foolish"
"2010","USA","nsecure"
"2007","€","caramel"
"2014","USA","outofthedark"
"2006","USA","thebubble"
"1974","USA","theconversation"
"2005","INR","diljobhikahey"
"1969","USA","mississippimermaid"
"2003","USA","iloveyourwork"
"2016","USA","cabinfever"
"2007","USA","waitress"
"1988","USA","bloodsport"
"1939","USA","mrsmithgoestowashington"
"1995","USA","kids"
"2005","USA","thesquidandthewhale"
"2001","USA","kissingjessicastein"
"2016","USA","kickboxervengeance"
"1945","USA","spellbound"
"1994","CAD","exotica"
"1998","USA","buffalo66"
"2010","USA","insidious"
"1984","USA","repoman"
"2000","USA","ninequeens"
"2012","USA","thegatekeepers"
"2005","USA","theballadofjackandrose"
"2013","USA","thetodolist"
"1993","USA","killingzoe"
"2001","USA","thebeliever"
"2007","USA","snowangels"
"2014","USA","unsullied"
"2001","USA","session9"
"2006","USA","iwantsomeonetoeatcheesewith"
"2010","USA","moozlum"
"2006","USA","hatchet"
"1936","USA","moderntimes"
"2002","USA","stolensummer"
"2007","USA","mynameisbruce"
"2005","USA","thesalon"
"2015","USA","roadhard"
"2005","USA","fortyshadesofblue"
"2010","USA","amigo"
"2008","USA","pontypool"
"2008","USA","trucker"
"2015","USA","meyouandfivebucks"
"2012","USA","thelordsofsalem"
"2014","NZD","housebound"
"2005","USA","walmartthehighcostoflowprice"
"2005","USA","fetchingcody"
"2013","USA","onceuponatimeinqueens"
"2014","USA","closertothemoon"
"2014","USA","mutantworld"
"2015","USA","growingupsmith"
"2015","USA","checkmate"
"2015","USA","#horror"
"2015","USA","windwalkers"
"1937","USA","snowwhiteandthesevendwarfs"
"2004","USA","theholygirl"
"1968","USA","shalako"
"2004","USA","incidentatlochness"
"2016","USA","thedoglover"
"2014","USA","girlhouse"
"2014","USA","theblueroom"
"2014","USA","houseattheendofthedrive"
"1966","USA","batmanthemovie"
"1998","GBR","lockstockandtwosmokingbarrels"
"1982","USA","theballadofgregoriocortez"
NA,"USA","thestreetsofsanfrancisco"
"1998","USA","thecelebration"
"1996","USA","treeslounge"
"2006","USA","journeyfromthefall"
"1999","USA","thebasket"
"2012","CAD","eddiethesleepwalkingcannibal"
NA,"USA","spaceaboveandbeyond"
"2014","USA","queenofthemountains"
"1985","CAD","defcon4"
"2003","USA","thehebrewhammer"
"2005","CAD","nealnnikki"
"2010","USA","the41yearoldvirginwhoknockedupsarahmarshallandfeltsuperbadaboutit"
"2009","USA","forgetmenot"
"1940","USA","rebecca"
"1981","USA","fridaythe13thpart2"
"1945","USA","thelostweekend"
"1984","USA","chud"
"2012","USA","fillybrown"
"2011","USA","thelionofjudah"
"1953","USA","niagara"
"1941","USA","howgreenwasmyvalley"
NA,"USA","thegirlfriendexperience"
"2014","USA","dasweetbloodofjesus"
"1989","USA","sexliesandvideotape"
"2004","USA","saw"
"2001","USA","supertroopers"
"2014","USA","thealgerian"
"2013","USA","theamazingcatfish"
"2001","INR","monsoonwedding"
"2000","USA","youcancountonme"
"1955","USA","thetroublewithharry"
"1999","USA","butimacheerleader"
"2013","USA","homerun"
"1992","USA","reservoirdogs"
"1940","USA","thebluebird"
"1966","USA","thegoodthebadandtheugly"
"2015","BRL","thesecondmother"
"2012","USA","bluelikejazz"
"2001","USA","downandoutwiththedolls"
"2011","CAD","pinkribbonsinc"
"2007","USA","certifiablyjonathan"
"2011","€","q"
"2013","USA","theknifeofdonjuan"
"2003","USA","grandtheftparsons"
"2008","USA","extrememovie"
"1936","USA","thechargeofthelightbrigade"
"2011","USA","belowzero"
"2012","USA","crowsnest"
"1993","USA","airborne"
"1970","USA","cottoncomestoharlem"
"2015","USA","thewickedwithin"
"2015","USA","bleedinghearts"
"2005","USA","waiting"
"2004","GBR","deadmansshoes"
NA,"USA","wolfcreek"
"1987","USA","fromawhispertoascream"
"2002","USA","sexwithstrangers"
"2002","CAD","draculapagesfromavirginsdiary"
"2006","ZAR","faithlikepotatoes"
"2010","CAD","beyondtheblackrainbow"
"2011","USA","theraidredemption"
"2010","USA","thedeadundead"
"2013","USA","thevaticanexorcisms"
"1942","USA","casablanca"
"2008","AUD","lakemungo"
"2009","USA","rocketsinghsalesmanoftheyear"
"1972","USA","silentrunning"
"1976","USA","rocky"
"2014","USA","thesleepwalker"
"1963","USA","tomjones"
"2014","USA","unfriended"
"1976","USA","taxidriver"
"1981","USA","thehowling"
"1962","USA","drno"
"2012","USA","chernobyldiaries"
"1987","USA","hellraiser"
"2016","USA","godsnotdead2"
"2005","USA","cry_wolf"
"1999","JPY","godzilla2000"
"2010","USA","bluevalentine"
"2005","USA","transamerica"
"2012","USA","thedevilinside"
"1970","USA","beyondthevalleyofthedolls"
"1956","USA","lovemetender"
"2006","USA","aninconvenienttruth"
"1949","USA","sandsofiwojima"
"2008","USA","shinealight"
"2013","USA","thegreeninferno"
"2015","USA","departure"
"2012","USA","thesessions"
"2008","USA","foodinc"
"2011","USA","octoberbaby"
"1998","USA","nextstopwonderland"
"2014","USA","theskeletontwins"
"2011","USA","marthamarcymaymarlene"
"2014","USA","obviouschild"
"2008","USA","frozenriver"
"2013","USA","20feetfromstardom"
"1997","USA","twogirlsandaguy"
"1996","USA","walkingandtalking"
"2006","USA","whokilledtheelectriccar?"
"2000","USA","thebrokenheartsclubaromanticcomedy"
"2002","USA","bubbahotep"
"1998","USA","slam"
"2001","USA","brighamcity"
"2000","USA","fiza"
"1997","USA","orgazmo"
"2003","USA","alltherealgirls"
"1997","USA","dreamwiththefishes"
"2002","USA","bluecar"
"2000","USA","luminarias"
"2013","USA","paloalto"
"2009","USA","ajami"
"2006","USA","wristcuttersalovestory"
"2014","USA","iorigins"
"2003","USA","thebattleofshakerheights"
"2012","USA","theactofkilling"
"2007","USA","taxitothedarkside"
"2006","USA","onceinalifetimetheextraordinarystoryofthenewyorkcosmos"
"2004","USA","guiana1838"
"2000","USA","lisapicardisfamous"
"2013","USA","antarcticaayearonice"
"2014","USA","alegobrickumentary"
"2012","USA","hardflip"
"2005","GBR","chocolatedeepdarksecrets"
"2009","USA","thehouseofthedevil"
"2010","USA","theperfecthost"
"1998","USA","safemen"
"1999","USA","speedwayjunky"
"1996","USA","thelastbigthing"
"2000","USA","thespecials"
"2009","USA","16tolife"
"2006","USA","alonewithher"
"2015","USA","creativecontrol"
"2006","USA","special"
"1997","USA","sparkler"
"2005","USA","thehelixloaded"
"2006","USA","inherlineoffire"
"2001","USA","thejimmyshow"
"2013","USA","heli"
"2015","USA","karachiselahore"
"2006","USA","lovingannabelle"
"2014","USA","hits"
"2006","USA","jimmyandjudy"
"2009","USA","fratparty"
"1965","USA","thepartysover"
"2004","USA","proud"
"2008","USA","thepokerhouse"
"2008","USA","childless"
"2009","USA","zmdzombiesofmassdestruction"
"2012","USA","snowwhiteadeadlysummer"
"2014","USA","hiddenaway"
"2011","USA","mylastdaywithoutyou"
"2009","USA","steppinthemovie"
"2014","USA","dochollidaysrevenge"
"2012","USA","blackrock"
"2012","USA","truthordie"
"2006","USA","thepet"
"2014","USA","bangbangbaby"
"2015","USA","fearclinic"
"2013","USA","zombiehunter"
"2014","USA","afinestep"
"1968","USA","charly"
"2013","USA","bansheechapter"
NA,"USA","jesse"
"2014","USA","askmeanything"
"2007","USA","andthencamelove"
"2014","USA","foodchains"
"1954","USA","onthewaterfront"
"2011","USA","l!fehappens"
"2007","€","4months3weeksand2days"
"2015","USA","thehorrornetworkvol1"
"2005","USA","hardcandy"
"2005","USA","thequiet"
"2011","USA","circumstance"
"2013","USA","fruitvalestation"
"2012","USA","thebrassteapot"
"1942","USA","bambi"
"2007","USA","thehammer"
"2003","USA","latterdays"
"2011","USA","elza"
"2013","USA","1982"
"2012","USA","foragoodtimecall"
"2012","USA","celeste&jesseforever"
"2002","USA","timechanger"
"2006","GBR","londontobrighton"
"2015","USA","americanhero"
"2015","USA","windsordrive"
"2011","USA","aseparation"
"2009","USA","cryingwithlaughter"
"1995","USA","welcometothedollhouse"
"1993","USA","rubyinparadise"
"2002","USA","raisingvictorvargas"
"1929","USA","pandorasbox"
"2008","USA","harrisonmontgomery"
"2004","USA","liveinmaid"
"1999","USA","deterrence"
"2003","USA","themudgeboy"
"2000","USA","theyoungunknowns"
"2014","USA","notcool"
"2009","USA","deadsnow"
"2003","USA","saintsandsoldiers"
"2012","USA","vessel"
"1973","USA","americangraffiti"
"2006","USA","iraqforsalethewarprofiteers"
"2007","USA","aquateenhungerforcecolonmoviefilmfortheaters"
"2012","USA","safetynotguaranteed"
"2011","USA","kevinhartlaughatmypain"
"2011","GBR","killlist"
"2011","USA","theinnkeepers"
"1970","USA","theconformist"
"2002","USA","interviewwiththeassassin"
